Date,^DJI,TSLA,AAPL,MSFT,GOOG,AMZN
2014-03-05,16375.25537109375,16.959667205810547,18.99785614013672,38.10000038146973,30.317487716674805,18.415749549865723
2014-03-04,16294.4052734375,17.094332695007324,18.935893058776855,38.27499961853027,30.205533027648926,18.203499794006348
2014-03-03,16196.47998046875,16.221333503723145,18.81178569793701,37.810001373291016,29.887722969055176,17.886000633239746
2014-02-28,16312.51953125,16.50766658782959,18.83696460723877,38.13999938964844,30.266677856445312,18.073750495910645
2014-02-27,16218.044921875,17.007665634155273,18.657678604125977,37.55999946594238,30.4015474319458,17.902249336242676
2014-02-26,16204.10498046875,17.08333396911621,18.58214282989502,37.46500015258789,30.41898250579834,18.047999382019043
2014-02-25,16200.7548828125,16.255000114440918,18.760178565979004,37.599998474121094,30.32284164428711,17.816500663757324
2014-02-24,16201.15478515625,14.222666263580322,18.791786193847656,37.760000228881836,30.202543258666992,17.407249450683594
2014-02-21,16142.85986328125,14.105666637420654,18.91374969482422,38.10499954223633,30.04625415802002,17.522250175476074
2014-02-20,16084.11474609375,14.049333095550537,19.035714149475098,37.635000228881836,29.976515769958496,17.371000289916992
2014-02-19,16128.68994140625,13.236999988555908,19.307857513427734,37.47999954223633,29.971659660339355,17.515999794006348
2014-02-18,16137.18505859375,13.57866621017456,19.585713386535645,37.59499931335449,30.04824733734131,17.62950038909912
2014-02-14,16080.4697265625,13.296000003814697,19.414108276367188,37.55500030517578,29.852978706359863,17.817249298095703
2014-02-13,15951.31005859375,13.198999881744385,19.268750190734863,37.595001220703125,29.633426666259766,17.592500686645508
2014-02-12,15982.65478515625,13.086333751678467,19.157143592834473,37.44999885559082,29.531558990478516,17.601750373840332
2014-02-11,15915.29541015625,13.163333415985107,19.058034896850586,37.05999946594238,29.44064998626709,17.99650001525879
2014-02-10,15767.740234375,12.953999996185303,18.749821662902832,36.545000076293945,29.28299045562744,18.108750343322754
2014-02-07,15712.02001953125,12.207666873931885,18.576964378356934,36.29999923706055,29.12159538269043,17.857250213623047
2014-02-06,15537.544921875,11.870332717895508,18.23767852783203,35.96999931335449,28.738656044006348,17.555500030517578
2014-02-05,15409.4501953125,11.664999961853027,18.24160671234131,36.135000228881836,28.378504753112793,17.177499771118164
2014-02-04,15419.23486328125,11.926666736602783,18.075356483459473,36.71999931335449,28.54313850402832,17.45050048828125
2014-02-03,15532.35498046875,12.001332759857178,17.98267936706543,37.21000099182129,28.813624382019043,17.523749351501465
2014-01-31,15732.3701171875,12.150333404541016,17.769285202026367,37.22500038146973,29.111757278442383,18.330249786376953
2014-01-30,15820.39990234375,12.059667110443115,17.914286613464355,36.55500030517578,28.39033603668213,19.848750114440918
2014-01-29,15818.0302734375,11.740666389465332,17.964107513427734,36.39000129699707,27.660944938659668,19.402250289916992
2014-01-28,15893.36474609375,11.66599988937378,18.16196346282959,36.06999969482422,27.84176731109619,19.546500205993652
2014-01-27,15863.15966796875,11.421000003814697,19.65267848968506,36.43499946594238,27.506524085998535,19.364749908447266
2014-01-24,16041.2001953125,11.800333499908447,19.649463653564453,37.03999900817871,28.35060977935791,19.686750411987305
2014-01-23,16256.77001953125,11.859999656677246,19.666250228881836,35.82500076293945,28.8526029586792,20.098999977111816
2014-01-22,16393.2353515625,11.835999965667725,19.733928680419922,36.03499984741211,28.975767135620117,20.251500129699707
2014-01-21,16418.4248046875,11.603332996368408,19.47303581237793,36.44000053405762,28.833175659179688,20.234999656677246
2014-01-17,16437.02978515625,11.37166690826416,19.49946403503418,36.4900016784668,28.70279026031494,19.928750038146973
2014-01-16,16426.62939453125,11.170000076293945,19.795178413391113,36.65500068664551,28.7164888381958,19.717500686645508
